country,trackID,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
Canada,13,Let It Snow Commentary,Wonderland Commentary,Sarah McLachlan,10/20/2016,17973,0,0.809,0.449,0.809,0.256,0,0.359,-12.62,0.941,68.583,3
Canada,14,White Christmas Commentary,Wonderland Commentary,Sarah McLachlan,10/20/2016,15333,0,0.696,0.324,0.696,0.23,0,0.318,-13.528,0.933,107.688,4
Canada,15,O Come All Ye Faithful Commentary,Wonderland Commentary,Sarah McLachlan,10/20/2016,15066,0,0.751,0.458,0.751,0.319,0,0.452,-15.249,0.945,59.617,4
Canada,16,Go Tell It On The Mountain Commentary,Wonderland Commentary,Sarah McLachlan,10/20/2016,14186,0,0,0.261,0,0.174,0,0.393,-15.409,0,0,0
Canada,17,Away In A Manger Commentary,Wonderland Commentary,Sarah McLachlan,10/20/2016,13146,0,0,0.4,0,0.299,0,0.381,-16.216,0,0,0
Canada,18,Winter Wonderland Commentary,Wonderland Commentary,Sarah McLachlan,10/20/2016,16186,0,0.673,0.476,0.673,0.361,0,0.156,-15.465,0.949,148.698,4
Canada,19,Huron Carol Commentary,Wonderland Commentary,Sarah McLachlan,10/20/2016,20546,0,0.85,0.727,0.85,0.335,0,0.324,-14.728,0.927,45.097,4
Canada,20,Silver Bells Commentary,Wonderland Commentary,Sarah McLachlan,10/20/2016,15600,0,0.636,0.597,0.636,0.198,0,0.371,-15.774,0.956,165.244,4
Canada,21,O Holy Night Commentary,Wonderland Commentary,Sarah McLachlan,10/20/2016,14173,0,0,0.456,0,0.246,0,0.551,-15.622,0,0,0
Canada,22,Flesh And Blood - Commentary,Shine On - Commentary,Sarah McLachlan,5/27/2014,32182,5,0.838,0.769,0.838,0.114,0,0.157,-26.496,0.932,118.853,4
Canada,23,Broken Heart - Commentary,Shine On - Commentary,Sarah McLachlan,5/27/2014,34756,5,0.738,0.677,0.738,0.115,0,0.133,-28.391,0.931,116.049,1
Canada,24,Surrender And Certainty - Commentary,Shine On - Commentary,Sarah McLachlan,5/27/2014,28413,0,0.592,0.808,0.592,0.101,0,0.201,-30.567,0.966,209.158,1
Canada,25,Song For My Father - Commentary,Shine On - Commentary,Sarah McLachlan,5/27/2014,26418,0,0.651,0.691,0.651,0.0665,0,0.131,-31.241,0.917,113.644,1
Canada,26,Turn The Lights Down Low - Commentary,Shine On - Commentary,Sarah McLachlan,5/27/2014,58821,5,0.678,0.816,0.678,0.115,0,0.135,-30.071,0.953,69.499,3
Canada,27,Love Beside Me - Commentary,Shine On - Commentary,Sarah McLachlan,5/27/2014,69553,5,0.731,0.656,0.731,0.091,0,0.127,-29.814,0.957,82.711,4
Canada,28,Beautiful Girl - Commentary,Shine On - Commentary,Sarah McLachlan,5/27/2014,77871,5,0.623,0.683,0.623,0.103,0,0.147,-32.9,0.96,87.02,3
Canada,29,The Sound That Love Makes - Commentary,Shine On - Commentary,Sarah McLachlan,5/27/2014,49332,4,0.62,0.756,0.62,0.106,0,0.279,-29.156,0.96,76.535,1
Canada,30,In Your Shoes,Shine On,Sarah McLachlan,5/6/2014,233066,33,0.494,0.142,0.494,0.731,6.60E-06,0.0816,-5.56,0.0286,80.49,4
Canada,31,Flesh And Blood,Shine On,Sarah McLachlan,5/6/2014,258079,20,0.534,0.381,0.534,0.537,0,0.116,-7.535,0.0322,107.952,4
Canada,32,Monsters,Shine On,Sarah McLachlan,5/6/2014,192040,21,0.676,0.0797,0.676,0.596,2.52E-06,0.0551,-8.268,0.0269,103.021,4
Canada,33,Broken Heart,Shine On,Sarah McLachlan,5/6/2014,197360,32,0.597,0.945,0.597,0.227,2.92E-05,0.101,-11.655,0.0352,120.017,3
Canada,34,Surrender And Certainty,Shine On,Sarah McLachlan,5/6/2014,286706,31,0.539,0.842,0.539,0.194,0,0.105,-10.556,0.0285,106.893,3
Canada,35,Song For My Father,Shine On,Sarah McLachlan,5/6/2014,196933,37,0.555,0.853,0.555,0.374,0.000416,0.11,-10.375,0.026,100.951,4
Canada,36,Turn The Lights Down Low,Shine On,Sarah McLachlan,5/6/2014,235453,23,0.595,0.576,0.595,0.567,5.99E-05,0.0748,-8.773,0.0313,104.969,4
Canada,37,Love Beside Me,Shine On,Sarah McLachlan,5/6/2014,276226,20,0.588,0.0998,0.588,0.512,4.99E-06,0.0979,-6.981,0.0239,80.011,4
Canada,38,Brink Of Destruction,Shine On,Sarah McLachlan,5/6/2014,238946,20,0.54,0.927,0.54,0.279,6.71E-05,0.106,-9.902,0.0273,108.844,3
Canada,39,Beautiful Girl,Shine On,Sarah McLachlan,5/6/2014,213586,32,0.348,0.927,0.348,0.184,0.00022,0.112,-11.465,0.0307,91.733,4
Canada,40,The Sound That Love Makes,Shine On,Sarah McLachlan,5/6/2014,135546,32,0.759,0.823,0.759,0.294,0,0.121,-10.394,0.0319,116.101,4
Canada,41,In Your Shoes,Shine On (Deluxe Edition),Sarah McLachlan,5/6/2014,233066,20,0.494,0.142,0.494,0.731,6.60E-06,0.0816,-5.56,0.0286,80.49,4
Canada,42,Flesh And Blood,Shine On (Deluxe Edition),Sarah McLachlan,5/6/2014,258079,16,0.537,0.381,0.537,0.537,0,0.116,-7.535,0.0329,108.002,4
Canada,43,Monsters,Shine On (Deluxe Edition),Sarah McLachlan,5/6/2014,192040,16,0.676,0.0797,0.676,0.596,2.52E-06,0.0551,-8.268,0.0269,103.021,4
Canada,44,Broken Heart,Shine On (Deluxe Edition),Sarah McLachlan,5/6/2014,197360,19,0.597,0.945,0.597,0.227,2.92E-05,0.101,-11.655,0.0352,120.02,3
Canada,45,Surrender And Certainty,Shine On (Deluxe Edition),Sarah McLachlan,5/6/2014,286706,18,0.539,0.842,0.539,0.194,0,0.105,-10.556,0.0285,106.893,3
Canada,46,Song For My Father,Shine On (Deluxe Edition),Sarah McLachlan,5/6/2014,196933,22,0.555,0.853,0.555,0.374,0.000416,0.11,-10.375,0.026,100.951,4
Canada,47,Turn The Lights Down Low,Shine On (Deluxe Edition),Sarah McLachlan,5/6/2014,235453,16,0.595,0.576,0.595,0.567,5.99E-05,0.0748,-8.773,0.0313,104.969,4
Canada,48,Love Beside Me,Shine On (Deluxe Edition),Sarah McLachlan,5/6/2014,276226,15,0.588,0.0998,0.588,0.512,4.99E-06,0.0979,-6.981,0.0239,80.011,4
Canada,49,Brink Of Destruction,Shine On (Deluxe Edition),Sarah McLachlan,5/6/2014,238946,15,0.54,0.927,0.54,0.279,6.71E-05,0.106,-9.902,0.0273,108.847,3
Canada,50,Beautiful Girl,Shine On (Deluxe Edition),Sarah McLachlan,5/6/2014,213586,16,0.348,0.927,0.348,0.184,0.00022,0.112,-11.465,0.0307,91.733,4
Canada,51,The Sound That Love Makes,Shine On (Deluxe Edition),Sarah McLachlan,5/6/2014,135546,16,0.759,0.823,0.759,0.294,0,0.121,-10.394,0.0319,116.101,4
Canada,52,What's It Gonna Take,Shine On (Deluxe Edition),Sarah McLachlan,5/6/2014,181266,30,0.331,0.958,0.331,0.187,0.000442,0.147,-11.962,0.0362,88.57,4
Canada,53,Little B,Shine On (Deluxe Edition),Sarah McLachlan,5/6/2014,165080,15,0.363,0.98,0.363,0.171,2.24E-06,0.0848,-14.358,0.0401,127.878,4
Canada,54,Awakenings,Laws Of Illusion,Sarah McLachlan,7/12/2010,248320,0,0.491,0.105,0.491,0.701,3.12E-05,0.1,-6.84,0.0389,149.07,4
Canada,55,Illusions of Bliss,Laws Of Illusion,Sarah McLachlan,7/12/2010,233040,0,0.626,0.31,0.626,0.711,3.32E-06,0.0884,-7.18,0.0267,113.99,4
Canada,56,Loving You Is Easy,Laws Of Illusion,Sarah McLachlan,7/12/2010,183666,0,0.68,0.0492,0.68,0.591,1.93E-06,0.0697,-6.182,0.025,111.968,4
Canada,57,Changes,Laws Of Illusion,Sarah McLachlan,7/12/2010,223733,0,0.577,0.0158,0.577,0.498,0.000242,0.123,-7.639,0.0268,125.909,3
Canada,58,Forgiveness,Laws Of Illusion,Sarah McLachlan,7/12/2010,229546,0,0.506,0.668,0.506,0.379,0.00253,0.161,-9.266,0.0284,143.959,4
Canada,59,Rivers of Love,Laws Of Illusion,Sarah McLachlan,7/12/2010,234840,0,0.372,0.6,0.372,0.351,2.52E-05,0.106,-9.347,0.031,123.982,3
Canada,60,Love Come,Laws Of Illusion,Sarah McLachlan,7/12/2010,213933,0,0.501,0.00695,0.501,0.665,0.00205,0.271,-9.094,0.0584,159.794,4
Canada,61,Out Of Tune,Laws Of Illusion,Sarah McLachlan,7/12/2010,230786,0,0.538,0.104,0.538,0.597,0.00055,0.104,-8.186,0.0258,98.989,4
Canada,62,Heartbreak,Laws Of Illusion,Sarah McLachlan,7/12/2010,245880,0,0.403,0.0219,0.403,0.59,0,0.0723,-7.009,0.0268,187.931,4
Canada,63,Don't Give up on Us,Laws Of Illusion,Sarah McLachlan,7/12/2010,216893,0,0.455,0.363,0.455,0.566,0,0.192,-6.391,0.0275,75.005,4
Canada,64,U Want Me 2,Laws Of Illusion,Sarah McLachlan,7/12/2010,246493,0,0.544,0.507,0.544,0.608,2.93E-05,0.103,-7.419,0.0251,94.013,4
Canada,65,Bring On The Wonder,Laws Of Illusion,Sarah McLachlan,7/12/2010,174560,0,0.45,0.915,0.45,0.164,0,0.067,-11.568,0.0387,111.489,3
Canada,66,Love Come - Piano Version,Laws Of Illusion,Sarah McLachlan,7/12/2010,244960,0,0.244,0.91,0.244,0.115,2.91E-06,0.0786,-13.962,0.038,75.175,4
Canada,67,Illusions of Bliss - Acoustic,Laws Of Illusion,Sarah McLachlan,7/12/2010,245000,0,0.586,0.982,0.586,0.155,2.63E-05,0.0911,-10.849,0.0285,105.912,4
Canada,68,Awakenings,Laws Of Illusion,Sarah McLachlan,6/30/2010,248320,1,0.49,0.106,0.49,0.699,2.90E-05,0.103,-6.851,0.0389,149.066,4
Canada,69,Illusions of Bliss,Laws Of Illusion,Sarah McLachlan,6/30/2010,233040,0,0.626,0.315,0.626,0.709,3.44E-06,0.0883,-7.177,0.0267,113.992,4
Canada,70,Loving You Is Easy,Laws Of Illusion,Sarah McLachlan,6/30/2010,183600,0,0.677,0.0463,0.677,0.59,2.24E-06,0.0695,-6.19,0.0249,111.977,4
Canada,71,Changes,Laws Of Illusion,Sarah McLachlan,6/30/2010,223800,0,0.575,0.0148,0.575,0.514,0.000256,0.128,-7.641,0.0277,125.867,3
Canada,72,Forgiveness,Laws Of Illusion,Sarah McLachlan,6/30/2010,229546,0,0.53,0.671,0.53,0.379,0.00277,0.161,-9.268,0.0278,72.019,4
Canada,73,Rivers Of Love,Laws Of Illusion,Sarah McLachlan,6/30/2010,234840,0,0.308,0.589,0.308,0.35,2.85E-05,0.106,-9.339,0.03,99.267,5
Canada,74,Love Come,Laws Of Illusion,Sarah McLachlan,6/30/2010,213920,0,0.539,0.00675,0.539,0.666,0.00215,0.271,-9.093,0.0381,80.025,4
Canada,75,Out Of Tune,Laws Of Illusion,Sarah McLachlan,6/30/2010,230800,0,0.538,0.105,0.538,0.6,0.000358,0.0994,-8.17,0.0259,98.989,4
Canada,76,Heartbreak,Laws Of Illusion,Sarah McLachlan,6/30/2010,245880,0,0.405,0.0216,0.405,0.587,0,0.0726,-7.009,0.0262,187.977,4
Canada,77,Don't Give Up On Us,Laws Of Illusion,Sarah McLachlan,6/30/2010,216893,0,0.443,0.361,0.443,0.566,0,0.192,-6.39,0.0279,74.991,4
Canada,78,U Want Me 2,Laws Of Illusion,Sarah McLachlan,6/30/2010,246493,0,0.543,0.509,0.543,0.608,2.55E-05,0.102,-7.42,0.0251,94.01,4
Canada,79,Bring On The Wonder,Laws Of Illusion,Sarah McLachlan,6/30/2010,174560,0,0.34,0.906,0.34,0.167,0,0.0666,-11.556,0.0412,87.769,5
Canada,80,Loving You Is Easy - Acoustic,Laws Of Illusion,Sarah McLachlan,6/30/2010,186986,0,0.633,0.96,0.633,0.22,1.52E-06,0.0899,-10.763,0.0355,109.819,4
Canada,81,One Dream,Laws Of Illusion,Sarah McLachlan,6/30/2010,192546,0,0.2,0.388,0.2,0.541,2.20E-06,0.0824,-7.092,0.0312,205.79,4
Canada,82,Love Come - Piano Version,Laws Of Illusion,Sarah McLachlan,6/30/2010,244973,0,0.315,0.921,0.315,0.11,4.08E-06,0.0779,-13.953,0.0349,141.54,4
Canada,83,Awakenings,Laws of Illusion,Sarah McLachlan,6/15/2010,248693,7,0.491,0.0979,0.491,0.712,2.76E-05,0.103,-6.822,0.0414,149.074,4
Canada,84,Illusions Of Bliss,Laws of Illusion,Sarah McLachlan,6/15/2010,233040,9,0.626,0.337,0.626,0.694,3.67E-06,0.0945,-7.153,0.0263,113.956,4
Canada,85,Loving You Is Easy,Laws of Illusion,Sarah McLachlan,6/15/2010,186179,12,0.681,0.0955,0.681,0.505,0,0.0818,-8.373,0.0258,111.999,4
Canada,86,Changes,Laws of Illusion,Sarah McLachlan,6/15/2010,224733,8,0.584,0.013,0.584,0.514,0.000722,0.129,-7.641,0.0269,125.97,3
Canada,87,Forgiveness,Laws of Illusion,Sarah McLachlan,6/15/2010,229973,21,0.517,0.635,0.517,0.375,0.00149,0.175,-9.4,0.0297,72.054,4
Canada,88,Rivers Of Love,Laws of Illusion,Sarah McLachlan,6/15/2010,234840,9,0.35,0.582,0.35,0.339,4.70E-05,0.12,-9.37,0.0315,124.789,3
Canada,89,Love Come,Laws of Illusion,Sarah McLachlan,6/15/2010,213933,7,0.537,0.00742,0.537,0.653,0.00364,0.278,-9.141,0.0379,80.005,4
Canada,90,Out Of Tune,Laws of Illusion,Sarah McLachlan,6/15/2010,231893,7,0.541,0.0926,0.541,0.575,0.000239,0.106,-8.122,0.0256,98.995,4
Canada,91,Heartbreak,Laws of Illusion,Sarah McLachlan,6/15/2010,247306,7,0.546,0.0206,0.546,0.597,0,0.067,-6.978,0.0229,94.025,4
Canada,92,Don't Give up on Us,Laws of Illusion,Sarah McLachlan,6/15/2010,217693,11,0.423,0.349,0.423,0.575,0,0.155,-6.122,0.029,150.037,4
Canada,93,U Want Me 2,Laws of Illusion,Sarah McLachlan,6/15/2010,247853,16,0.546,0.463,0.546,0.601,2.51E-05,0.104,-7.226,0.0241,94.03,4
Canada,94,Bring On The Wonder,Laws of Illusion,Sarah McLachlan,6/15/2010,175062,20,0.471,0.903,0.471,0.157,0,0.0685,-11.525,0.0397,55.966,3
Canada,95,Love Come - Piano Version,Laws of Illusion,Sarah McLachlan,6/15/2010,244960,7,0.315,0.924,0.315,0.117,9.65E-06,0.0782,-13.963,0.0334,141.155,4
Canada,96,Loving You Is Easy - Live Acoustic,Laws of Illusion,Sarah McLachlan,6/15/2010,188733,5,0.614,0.96,0.614,0.222,1.33E-06,0.0913,-10.709,0.0384,109.896,4
Canada,97,Forgiveness - Live Acoustic,Laws of Illusion,Sarah McLachlan,6/15/2010,234933,5,0.505,0.948,0.505,0.227,5.41E-06,0.164,-10.648,0.0362,70.904,4
Canada,98,Rivers Of Love - Live Acoustic,Laws of Illusion,Sarah McLachlan,6/15/2010,217466,4,0.486,0.92,0.486,0.14,0,0.173,-12.651,0.0373,121.104,3
Canada,99,Love Come - Live Acoustic,Laws of Illusion,Sarah McLachlan,6/15/2010,233133,4,0.323,0.976,0.323,0.114,1.29E-05,0.0854,-12.499,0.0436,72.394,4
Canada,0,The Kid Is Hot Tonight - Live,Deep In The Night (Live In Pittsburgh '86),Loverboy,10/28/2020,302427,5,0.38,0.0363,0.38,0.871,1.34E-05,0.977,-12.014,0.0608,140.484,4
Canada,1,Steal The Thunder - Live,Deep In The Night (Live In Pittsburgh '86),Loverboy,10/28/2020,269834,4,0.497,0.00198,0.497,0.864,3.50E-06,0.946,-11.678,0.044,114.027,4
Canada,2,Lady Of The 80's - Live,Deep In The Night (Live In Pittsburgh '86),Loverboy,10/28/2020,392684,3,0.373,0.0144,0.373,0.932,0.00161,0.871,-11.527,0.0866,156.926,4
Canada,3,Take Me To The Top - Live,Deep In The Night (Live In Pittsburgh '86),Loverboy,10/28/2020,436383,3,0.374,0.0309,0.374,0.687,0.00158,0.634,-8.787,0.0356,98.306,4
Canada,4,Destination Heartbreak - Live,Deep In The Night (Live In Pittsburgh '86),Loverboy,10/28/2020,347954,3,0.419,0.112,0.419,0.594,1.31E-05,0.796,-11.226,0.0362,92.617,4
Canada,5,Lucky Ones - Live,Deep In The Night (Live In Pittsburgh '86),Loverboy,10/28/2020,239983,3,0.297,0.047,0.297,0.884,1.74E-06,0.967,-11.274,0.101,104.856,4
Canada,6,This Could Be The Night - Live,Deep In The Night (Live In Pittsburgh '86),Loverboy,10/28/2020,330943,4,0.185,0.303,0.185,0.582,0,0.85,-10.067,0.0395,82.315,4
Canada,7,Lovin' Every Minute Of It - Live,Deep In The Night (Live In Pittsburgh '86),Loverboy,10/28/2020,304325,3,0.442,0.0315,0.442,0.768,0,0.972,-9.276,0.0452,83.101,4
Canada,8,Dangerous - Live,Deep In The Night (Live In Pittsburgh '86),Loverboy,10/28/2020,229603,3,0.469,0.0202,0.469,0.798,0,0.985,-8.884,0.0427,113.729,4
Canada,9,When It's Over - Live,Deep In The Night (Live In Pittsburgh '86),Loverboy,10/28/2020,352265,3,0.443,0.231,0.443,0.707,0,0.916,-10.761,0.047,94.4,4
Canada,10,Queen Of The Broken Hearts - Live,Deep In The Night (Live In Pittsburgh '86),Loverboy,10/28/2020,333567,3,0.373,0.0207,0.373,0.879,0.000551,0.982,-10.329,0.0687,145.631,4
Canada,11,Friday Night - Live,Deep In The Night (Live In Pittsburgh '86),Loverboy,10/28/2020,214091,2,0.292,0.00955,0.292,0.835,0.00102,0.647,-10.971,0.0532,163.252,4
Canada,12,Queen Of The Broken Heart - Live 1983,The Deep End (Live 1983),Loverboy,10/28/2019,264791,3,0.258,0.0235,0.258,0.915,0,0.987,-7.841,0.0663,149.19,4
Canada,13,Passion Pit - Live 1983,The Deep End (Live 1983),Loverboy,10/28/2019,239086,2,0.396,0.000494,0.396,0.895,1.23E-06,0.938,-7.14,0.0488,107.38,4
Canada,14,Lady Of The 80's - Live 1983,The Deep End (Live 1983),Loverboy,10/28/2019,457026,2,0.154,0.0177,0.154,0.917,2.26E-05,1,-6.259,0.0596,158.767,4
Canada,15,Take Me To The Top - Live 1983,The Deep End (Live 1983),Loverboy,10/28/2019,455485,2,0.175,0.0598,0.175,0.819,0,0.986,-6.438,0.0549,95.25,4
Canada,16,One Sided Love Affair - Live 1983,The Deep End (Live 1983),Loverboy,10/28/2019,248308,1,0.322,0.0254,0.322,0.848,0,0.978,-7.19,0.0728,124.208,4
Canada,17,Strike Zone - Live 1983,The Deep End (Live 1983),Loverboy,10/28/2019,384379,1,0.349,0.0294,0.349,0.931,0,0.977,-6.028,0.0691,127.422,4
Canada,18,Lucky Ones - Live 1983,The Deep End (Live 1983),Loverboy,10/28/2019,297810,1,0.302,0.0193,0.302,0.953,0,0.968,-6.709,0.0996,104.745,4
Canada,19,Hot Girls - Live 1983,The Deep End (Live 1983),Loverboy,10/28/2019,345561,1,0.209,0.00162,0.209,0.893,1.92E-06,0.452,-6.67,0.0567,153.946,4
Canada,20,Turn Me Loose - Live 1983,The Deep End (Live 1983),Loverboy,10/28/2019,363899,3,0.3,0.0638,0.3,0.892,1.33E-06,0.989,-7.446,0.0641,115.387,4
Canada,21,Workin' For The Weekend - Live 1983,The Deep End (Live 1983),Loverboy,10/28/2019,235168,3,0.211,0.00741,0.211,0.843,0,0.846,-7.843,0.0521,151.955,4
Canada,22,Prime Of Your Life - Live 1983,The Deep End (Live 1983),Loverboy,10/28/2019,289424,1,0.224,0.0256,0.224,0.948,7.63E-06,0.823,-8.34,0.0953,159.314,4
Canada,23,When It's Over - Live 1983,The Deep End (Live 1983),Loverboy,10/28/2019,365179,2,0.316,0.035,0.316,0.809,0,0.984,-8.226,0.0473,93.877,4
Canada,24,The Kid Is Hot Tonight - Live 1983,The Deep End (Live 1983),Loverboy,10/28/2019,300996,1,0.256,0.0127,0.256,0.812,0,0.986,-8.597,0.0588,148.134,4
Canada,25,Fire Me Up,Unfinished Business,Loverboy,7/15/2014,225920,19,0.53,0.0101,0.53,0.916,0,0.109,-3.359,0.0651,128.205,4
Canada,26,Countin' The Nights,Unfinished Business,Loverboy,7/15/2014,230573,17,0.298,0.00279,0.298,0.833,5.31E-05,0.429,-3.362,0.0583,151.74,4
Canada,27,Ain't Such A Bad Thing,Unfinished Business,Loverboy,7/15/2014,219080,11,0.478,0.000246,0.478,0.915,5.56E-06,0.346,-4.404,0.0713,115.101,4
Canada,28,Come Undone,Unfinished Business,Loverboy,7/15/2014,246866,15,0.226,0.0567,0.226,0.64,1.37E-06,0.135,-4.607,0.0307,175.693,4
Canada,29,Slave,Unfinished Business,Loverboy,7/15/2014,281373,8,0.517,0.00161,0.517,0.992,7.34E-06,0.152,-4.103,0.177,127.241,4
Canada,30,What Makes You So Special,Unfinished Business,Loverboy,7/15/2014,243640,16,0.431,0.00555,0.431,0.811,0.000277,0.14,-4.542,0.0451,124.848,4
Canada,31,War Bride,Unfinished Business,Loverboy,7/15/2014,379346,7,0.325,0.00834,0.325,0.868,0.00107,0.215,-4.841,0.0503,148.997,4
Canada,32,Doin' It The Hard Way,Unfinished Business,Loverboy,7/15/2014,212600,16,0.486,0.000767,0.486,0.973,0,0.366,-3.916,0.0621,138.056,4
Canada,33,You Play The Star,Unfinished Business,Loverboy,7/15/2014,278720,7,0.452,0.00635,0.452,0.884,0,0.311,-4.072,0.0319,99.252,4
Canada,34,Crack Of The Whip,Unfinished Business,Loverboy,7/15/2014,355773,7,0.431,0.00029,0.431,0.901,0.00263,0.33,-4.666,0.0531,131.979,4
Canada,35,Rock 'N' Roll Revival,Rock n Roll Revival,Loverboy,8/24/2012,254693,7,0.499,0.0011,0.499,0.862,0,0.231,-4.675,0.045,124.92,4
Canada,36,No Tomorrow,Rock n Roll Revival,Loverboy,8/24/2012,282333,3,0.495,0.0108,0.495,0.921,2.28E-06,0.134,-3.68,0.0409,91.971,4
Canada,37,Heartbreaker,Rock n Roll Revival,Loverboy,8/24/2012,237253,4,0.405,0.00197,0.405,0.886,3.84E-05,0.21,-3.688,0.0972,152.073,4
Canada,38,Turn Me Loose,Rock n Roll Revival,Loverboy,8/24/2012,357520,7,0.44,0.0031,0.44,0.911,1.34E-05,0.178,-3.968,0.0403,112.964,4
Canada,39,Working for the Weekend,Rock n Roll Revival,Loverboy,8/24/2012,233266,5,0.349,0.000133,0.349,0.961,7.15E-06,0.35,-3.478,0.0534,144.28,4
Canada,40,Lovin' Every Minute,Rock n Roll Revival,Loverboy,8/24/2012,323066,7,0.386,0.00195,0.386,0.936,0,0.37,-4.023,0.0414,86.196,4
Canada,41,The Kid Is Hot Tonight,Rock n Roll Revival,Loverboy,8/24/2012,272266,10,0.317,7.73E-06,0.317,0.892,0.00052,0.236,-4.63,0.0536,146.748,4
Canada,42,Lucky Ones,Rock n Roll Revival,Loverboy,8/24/2012,245440,4,0.454,0.0011,0.454,0.97,7.22E-06,0.147,-3.575,0.0473,102.67,4
Canada,43,Always On My Mind,Rock n Roll Revival,Loverboy,8/24/2012,222653,2,0.191,0.0306,0.191,0.869,0.000106,0.119,-4.607,0.0457,175.68,4
Canada,44,Queen of the Broken Hearts,Rock n Roll Revival,Loverboy,8/24/2012,243293,2,0.329,4.25E-05,0.329,0.939,0,0.259,-4.492,0.0458,146.393,4
Canada,45,When It's Over,Rock n Roll Revival,Loverboy,8/24/2012,334666,4,0.6,0.138,0.6,0.78,2.83E-05,0.261,-5.546,0.0347,95.004,4
Canada,46,Hot Girls in Love,Rock n Roll Revival,Loverboy,8/24/2012,477386,4,0.341,0.000369,0.341,0.916,0.083,0.111,-6.065,0.0699,146.655,4
Canada,47,Rock 'N' Roll Revival,Rock n Roll Revival,Loverboy,8/14/2012,254693,15,0.499,0.0011,0.499,0.862,0,0.231,-4.675,0.045,124.92,4
Canada,48,No Tomorrow,Rock n Roll Revival,Loverboy,8/14/2012,282333,7,0.495,0.0108,0.495,0.921,2.28E-06,0.134,-3.68,0.0409,91.971,4
Canada,49,Heartbreaker,Rock n Roll Revival,Loverboy,8/14/2012,237253,8,0.405,0.00197,0.405,0.886,3.84E-05,0.21,-3.688,0.0972,152.073,4
Canada,50,Turn Me Loose,Rock n Roll Revival,Loverboy,8/14/2012,357520,14,0.44,0.0031,0.44,0.911,1.34E-05,0.178,-3.968,0.0403,112.964,4
Canada,51,Working for the Weekend,Rock n Roll Revival,Loverboy,8/14/2012,233266,12,0.349,0.000133,0.349,0.961,7.15E-06,0.35,-3.478,0.0534,144.28,4
Canada,52,Lovin' Every Minute,Rock n Roll Revival,Loverboy,8/14/2012,323066,20,0.386,0.00195,0.386,0.936,0,0.37,-4.023,0.0414,86.196,4
Canada,53,The Kid Is Hot Tonight,Rock n Roll Revival,Loverboy,8/14/2012,272266,25,0.317,7.73E-06,0.317,0.892,0.00052,0.236,-4.63,0.0536,146.748,4
Canada,54,Lucky Ones,Rock n Roll Revival,Loverboy,8/14/2012,245440,25,0.454,0.0011,0.454,0.97,7.22E-06,0.147,-3.575,0.0473,102.67,4
Canada,55,Always On My Mind,Rock n Roll Revival,Loverboy,8/14/2012,222653,6,0.191,0.0306,0.191,0.869,0.000106,0.119,-4.607,0.0457,175.68,4
Canada,56,Queen of the Broken Hearts,Rock n Roll Revival,Loverboy,8/14/2012,243293,9,0.329,4.25E-05,0.329,0.939,0,0.259,-4.492,0.0458,146.393,4
Canada,57,When It's Over,Rock n Roll Revival,Loverboy,8/14/2012,334666,26,0.6,0.138,0.6,0.78,2.83E-05,0.261,-5.546,0.0347,95.004,4
Canada,58,Hot Girls in Love,Rock n Roll Revival,Loverboy,8/14/2012,477386,26,0.341,0.000369,0.341,0.916,0.083,0.111,-6.065,0.0699,146.655,4
Canada,59,Just Getting Started,Just Getting Started,Loverboy,2007,205866,8,0.424,0.00871,0.424,0.965,0,0.112,-3.976,0.129,143.053,4
Canada,60,Fade To Black,Just Getting Started,Loverboy,2007,214920,14,0.428,0.0101,0.428,0.79,0,0.307,-4.956,0.0296,167.929,4
Canada,61,One Of Them Days,Just Getting Started,Loverboy,2007,207053,7,0.422,0.00315,0.422,0.836,0,0.35,-3.888,0.0352,187.949,4
Canada,62,Back For More,Just Getting Started,Loverboy,2007,229453,7,0.525,0.128,0.525,0.727,0.00177,0.109,-5.964,0.0262,91.005,4
Canada,63,Lost With You,Just Getting Started,Loverboy,2007,220906,6,0.495,0.0093,0.495,0.944,0,0.342,-3.894,0.0629,149.932,4
Canada,64,I Would Die For You,Just Getting Started,Loverboy,2007,239640,7,0.375,0.0914,0.375,0.712,0,0.146,-4.4,0.0273,177.756,4
Canada,65,The Real Thing,Just Getting Started,Loverboy,2007,232093,6,0.436,0.0199,0.436,0.81,2.58E-05,0.0868,-4.534,0.0372,169.865,4
Canada,66,The One That Got Away,Just Getting Started,Loverboy,2007,231293,16,0.526,0.335,0.526,0.724,0,0.121,-4.446,0.0273,150.977,4
Canada,67,As Good As It Gets,Just Getting Started,Loverboy,2007,227480,7,0.557,0.00106,0.557,0.786,5.40E-06,0.0808,-4.096,0.0302,118.998,4
Canada,68,Stranded,Just Getting Started,Loverboy,2007,226360,6,0.443,0.0357,0.443,0.714,0,0.151,-5.905,0.0351,158.085,4
Canada,69,Notorious,WILDSIDE,Loverboy,1987,279000,0,0.43,0.017,0.43,0.946,0.000143,0.311,-7.932,0.0506,156.709,4
Canada,70,Walkin' On Fire,WILDSIDE,Loverboy,1987,256826,0,0.548,0.0125,0.548,0.908,0.000119,0.161,-8.413,0.0419,128.449,4
