country,trackID,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
Austrialia,80,Prospero's Books (music from the film by Peter Greenaway): History of Sycorax,Prospero's Books - Music From The Film,Michael Nyman,1/1/1991,206400,7,0.842,0.756,0.842,0.375,0.876,0.0621,-13.394,0.0579,105.856,3
Austrialia,81,Prospero's Books (music from the film by Peter Greenaway): Come and Go,Prospero's Books - Music From The Film,Michael Nyman,1/1/1991,76240,9,0.545,0.885,0.545,0.161,0.396,0.286,-15.706,0.0325,119.822,3
Austrialia,82,Prospero's Books (music from the film by Peter Greenaway): Cornfield,Prospero's Books - Music From The Film,Michael Nyman,1/1/1991,387733,8,0.112,0.586,0.112,0.257,0.767,0.107,-12.376,0.0324,78.007,4
Austrialia,83,Prospero's Books (music from the film by Peter Greenaway): Where the bee sucks,Prospero's Books - Music From The Film,Michael Nyman,1/1/1991,287760,7,0.114,0.805,0.114,0.257,0.454,0.0908,-13.997,0.0345,79.088,4
Austrialia,84,Prospero's Books (music from the film by Peter Greenaway): Caliban's pit,Prospero's Books - Music From The Film,Michael Nyman,1/1/1991,177906,5,0.622,0.82,0.622,0.585,0.953,0.11,-11.642,0.0368,90.069,3
Austrialia,85,Prospero's Books (music from the film by Peter Greenaway): Reconciliation,Prospero's Books - Music From The Film,Michael Nyman,1/1/1991,152293,7,0.18,0.135,0.18,0.13,0.876,0.101,-19.354,0.0398,81.908,1
Austrialia,86,The Masque,Prospero's Books - Music From The Film,Michael Nyman,1/1/1991,732186,7,0.135,0.875,0.135,0.284,0.000212,0.109,-10.514,0.034,75.366,3
Austrialia,87,Release Me,String Of Pearls,Deborah Conway,1991,283026,21,0.338,0.0755,0.338,0.55,2.71E-05,0.139,-8.726,0.0282,183.055,3
Austrialia,88,Its Only the Beginning,String Of Pearls,Deborah Conway,1991,281640,45,0.562,0.0275,0.562,0.692,1.16E-06,0.276,-9.996,0.0361,137.921,4
Austrialia,89,Under My Skin,String Of Pearls,Deborah Conway,1991,214000,16,0.67,0.242,0.67,0.678,1.07E-05,0.0931,-10.438,0.0314,116.019,4
Austrialia,90,Buried Treasure,String Of Pearls,Deborah Conway,1991,218160,13,0.562,0.114,0.562,0.638,0,0.11,-11.823,0.0459,150.018,4
Austrialia,91,Will You Miss Me When You're Sober?,String Of Pearls,Deborah Conway,1991,241706,19,0.62,0.58,0.62,0.484,0,0.135,-10.72,0.0243,101,4
Austrialia,92,White Roses,String Of Pearls,Deborah Conway,1991,236493,17,0.489,0.802,0.489,0.192,1.97E-05,0.162,-11.777,0.0305,127.226,4
Austrialia,93,For All the Wrong Reasons,String Of Pearls,Deborah Conway,1991,253906,12,0.649,0.367,0.649,0.402,0,0.203,-13.824,0.0527,79.618,4
Austrialia,94,Someday,String Of Pearls,Deborah Conway,1991,223560,11,0.6,0.00778,0.6,0.691,0,0.116,-11.542,0.0316,129.643,4
Austrialia,95,King of Jordan,String Of Pearls,Deborah Conway,1991,246133,10,0.57,0.218,0.57,0.631,0.00263,0.106,-9.69,0.0281,109.997,4
Austrialia,96,Deborah Conway's Nightmare # 347,String Of Pearls,Deborah Conway,1991,208106,10,0.535,0.044,0.535,0.764,1.65E-05,0.131,-12.47,0.0364,162.432,4
Austrialia,97,String of Pearls,String Of Pearls,Deborah Conway,1991,359826,16,0.281,0.194,0.281,0.431,7.11E-06,0.0927,-10.368,0.033,176.847,3
Austrialia,98,Last to Know,String Of Pearls,Deborah Conway,1991,212040,10,0.613,0.2,0.613,0.351,0,0.16,-14.171,0.0274,93.128,4
Austrialia,99,Perfect Family,Perfect Family,Diana Anaid,1999,211333,7,0.47,0.0026,0.47,0.822,0,0.059,-5.265,0.0552,148.91,4
Austrialia,0,Into Your Heart,My Queen,Diana Anaid,9/15/2017,226607,0,0.385,0.123,0.385,0.946,8.24E-05,0.296,-4.237,0.148,161.672,5
Austrialia,1,Better Girl,My Queen,Diana Anaid,9/15/2017,195560,1,0.648,0.257,0.648,0.75,0.0164,0.13,-3.995,0.027,121.942,4
Austrialia,2,Can't Apologize,My Queen,Diana Anaid,9/15/2017,202750,0,0.684,0.00623,0.684,0.832,0.00013,0.264,-6.025,0.0336,123.975,4
Austrialia,3,Reassure Me,My Queen,Diana Anaid,9/15/2017,249961,0,0.519,0.0313,0.519,0.941,0.000813,0.102,-3.884,0.0483,139.999,4
Austrialia,4,Mortify Me,My Queen,Diana Anaid,9/15/2017,238221,0,0.509,0.0001,0.509,0.869,0.0596,0.355,-2.759,0.0445,127.976,4
Austrialia,5,My Queen,My Queen,Diana Anaid,9/15/2017,215108,0,0.465,0.0116,0.465,0.817,4.86E-06,0.0731,-5.582,0.0564,168.02,4
Austrialia,6,Braveheart,My Queen,Diana Anaid,9/15/2017,218985,0,0.493,0.069,0.493,0.898,7.41E-06,0.187,-4.707,0.0991,140.044,4
Austrialia,7,Twisted Love,My Queen,Diana Anaid,9/15/2017,206398,0,0.496,0.00303,0.496,0.917,1.17E-05,0.249,-3.664,0.051,115.961,4
Austrialia,8,Wish You Well,My Queen,Diana Anaid,9/15/2017,178331,0,0.488,7.02E-05,0.488,0.843,0.00463,0.113,-5.618,0.045,129.936,4
Austrialia,9,Leaving Town,My Queen,Diana Anaid,9/15/2017,220769,0,0.598,0.0133,0.598,0.867,0.00389,0.119,-5.569,0.0505,95.918,4
Austrialia,10,Fallen For You,My Queen,Diana Anaid,9/15/2017,255925,0,0.495,0.00369,0.495,0.944,0.00191,0.214,-3.651,0.05,141.955,4
Austrialia,11,Make Me Change My Name,Diana Anaid,Diana Anaid,4/16/2010,177986,0,0.658,0.0265,0.658,0.866,0.318,0.0741,-5.199,0.0345,134.067,4
Austrialia,12,Get Your Freak On,Diana Anaid,Diana Anaid,4/16/2010,145800,0,0.616,0.00809,0.616,0.845,0,0.0587,-4.665,0.0374,132.026,4
Austrialia,13,Happy For Me,Diana Anaid,Diana Anaid,4/16/2010,218706,0,0.473,4.43E-05,0.473,0.87,0.00498,0.0858,-5.829,0.0439,191.994,4
Austrialia,14,Black Rainbow,Diana Anaid,Diana Anaid,4/16/2010,198760,0,0.62,0.00704,0.62,0.686,0.00151,0.0716,-7.366,0.0301,126.038,4
Austrialia,15,Riot,Diana Anaid,Diana Anaid,4/16/2010,249426,0,0.643,0.088,0.643,0.549,0.0642,0.0998,-7.576,0.0305,120.047,4
Austrialia,16,Trophy Wife,Diana Anaid,Diana Anaid,4/16/2010,127346,0,0.601,0.0021,0.601,0.916,0.307,0.418,-4.889,0.0378,140.146,4
Austrialia,17,Forbidden,Diana Anaid,Diana Anaid,4/16/2010,197826,0,0.62,0.00043,0.62,0.763,0.0866,0.107,-6.312,0.0316,140.007,4
Austrialia,18,Full of,Diana Anaid,Diana Anaid,4/16/2010,185213,0,0.687,0.724,0.687,0.111,0,0.13,-10.245,0.0435,123.762,4
Austrialia,19,Peace,Diana Anaid,Diana Anaid,4/16/2010,208880,0,0.574,0.279,0.574,0.532,0,0.144,-7.987,0.0275,81.035,4
Austrialia,20,Cynical On Waking,Diana Anaid,Diana Anaid,4/16/2010,133213,0,0.665,0.238,0.665,0.532,0,0.138,-5.585,0.0479,124.157,4
Austrialia,21,Wear Yourself Out,Diana Anaid,Diana Anaid,4/16/2010,205226,0,0.629,0.0903,0.629,0.628,0.00777,0.0947,-7.22,0.0299,113.995,4
Austrialia,22,Fight The Morning,Diana Anaid,Diana Anaid,4/16/2010,229293,0,0.585,0.0174,0.585,0.597,0.000181,0.0803,-7.099,0.0273,89.02,4
Austrialia,23,Whats Up,Diana Anaid,Diana Anaid,4/16/2010,256320,0,0.578,0.141,0.578,0.678,0.000891,0.2,-6.387,0.0313,137.95,4
Austrialia,24,Nothing Special,Diana Anaid,Diana Anaid,4/16/2010,136466,0,0.626,0.0956,0.626,0.623,0,0.153,-6.966,0.034,146.011,4
Austrialia,25,Just Leaving,Live At the Bush Theatre,Diana Anaid,3/17/2007,222413,0,0.543,0.127,0.543,0.626,0,0.45,-4.569,0.0409,130.793,4
Austrialia,26,Addiction,Live At the Bush Theatre,Diana Anaid,3/17/2007,214426,0,0.529,0.245,0.529,0.72,0,0.867,-3.7,0.0422,134.291,4
Austrialia,27,Flowers,Live At the Bush Theatre,Diana Anaid,3/17/2007,193506,0,0.597,0.423,0.597,0.599,0,0.389,-4.061,0.0261,91.956,4
Austrialia,28,Perfect Family,Live At the Bush Theatre,Diana Anaid,3/17/2007,211733,4,0.403,0.0877,0.403,0.664,0,0.788,-3.595,0.0357,155.847,3
Austrialia,29,Donâ€™t Believe In Love,Live At the Bush Theatre,Diana Anaid,3/17/2007,285386,0,0.493,0.381,0.493,0.497,0,0.911,-5.962,0.0308,127.381,4
Austrialia,30,Short Song,Live At the Bush Theatre,Diana Anaid,3/17/2007,121613,0,0.438,0.0643,0.438,0.498,0,0.124,-5.958,0.0404,120.603,4
Austrialia,31,Leaving The Country,Live At the Bush Theatre,Diana Anaid,3/17/2007,229720,0,0.395,0.222,0.395,0.334,2.61E-06,0.137,-7.129,0.0336,121.613,4
Austrialia,32,Fill Me Up,Live At the Bush Theatre,Diana Anaid,3/17/2007,199426,0,0.522,0.101,0.522,0.766,0,0.383,-3.442,0.063,116.687,4
Austrialia,33,Piece Of Me,Live At the Bush Theatre,Diana Anaid,3/17/2007,202800,0,0.505,0.221,0.505,0.645,0,0.708,-4.029,0.0384,131.384,4
Austrialia,34,Last Thing,Live At the Bush Theatre,Diana Anaid,3/17/2007,269560,0,0.423,0.143,0.423,0.572,1.57E-06,0.836,-5.571,0.0363,153.356,4
Austrialia,35,Dumb Opinion,Live At the Bush Theatre,Diana Anaid,3/17/2007,216120,0,0.616,0.305,0.616,0.573,0,0.158,-4.084,0.0316,133.549,4
Austrialia,36,If You Insist,Live At the Bush Theatre,Diana Anaid,3/17/2007,172280,0,0.531,0.189,0.531,0.447,0,0.415,-5.617,0.0338,131.21,4
Austrialia,37,I Go Off,Live At the Bush Theatre,Diana Anaid,3/17/2007,219573,8,0.593,0.25,0.593,0.648,0,0.675,-4.736,0.0502,124.939,4
Austrialia,38,Dumb Opinion,Beautiful Obscene,Diana Anaid,2004,212493,1,0.616,0.119,0.616,0.851,0,0.092,-3.065,0.0374,132.963,4
Austrialia,39,Beautiful Obscene,Beautiful Obscene,Diana Anaid,2004,221000,1,0.557,0.00195,0.557,0.772,6.47E-06,0.0863,-3.888,0.0281,120.008,4
Austrialia,40,Last Thing,Beautiful Obscene,Diana Anaid,2004,218573,9,0.38,0.208,0.38,0.571,0,0.0941,-5.119,0.0319,170.127,4
Austrialia,41,Addiction,Beautiful Obscene,Diana Anaid,2004,204626,0,0.461,0.0398,0.461,0.942,0,0.106,-1.467,0.0551,130.092,4
Austrialia,42,Blaring Out,Beautiful Obscene,Diana Anaid,2004,217373,0,0.557,0.0378,0.557,0.829,9.66E-05,0.107,-2.156,0.0458,121.162,4
Austrialia,43,Temporary Visitors,Beautiful Obscene,Diana Anaid,2004,280893,1,0.658,0.00884,0.658,0.849,0.000707,0.105,-4.406,0.03,136.145,4
Austrialia,44,Oh No,Beautiful Obscene,Diana Anaid,2004,185840,0,0.685,0.0228,0.685,0.924,2.43E-05,0.0632,-3.326,0.049,119.9,4
Austrialia,45,Just Leaving,Beautiful Obscene,Diana Anaid,2004,206693,0,0.637,0.0713,0.637,0.809,0,0.122,-4.726,0.039,131.853,4
Austrialia,46,Leaving the Country,Beautiful Obscene,Diana Anaid,2004,196466,0,0.713,0.225,0.713,0.695,0.000108,0.337,-5.937,0.0276,128.075,4
Austrialia,47,Why Should I,Beautiful Obscene,Diana Anaid,2004,248400,0,0.661,0.0763,0.661,0.698,0,0.102,-4.854,0.0277,119.899,4
Austrialia,48,I Go Off,Beautiful Obscene,Diana Anaid,2004,160533,1,0.671,0.0552,0.671,0.885,0,0.21,-1.713,0.0716,121.877,4
Austrialia,49,Social Defunct (it's not that bad),I Don't Think I'm Pregnant,Diana Anaid,1999,232933,1,0.529,0.122,0.529,0.813,0.000215,0.075,-6.125,0.0548,136.037,4
Austrialia,50,Perfect Family,I Don't Think I'm Pregnant,Diana Anaid,1999,208226,13,0.457,0.00289,0.457,0.829,0,0.231,-5.288,0.0597,149.037,4
Austrialia,51,Love Song For A Girl,I Don't Think I'm Pregnant,Diana Anaid,1999,230066,0,0.675,0.171,0.675,0.876,4.65E-05,0.364,-6.028,0.0491,98.063,4
Austrialia,52,Piece of Me,I Don't Think I'm Pregnant,Diana Anaid,1999,208360,1,0.575,0.00127,0.575,0.731,5.14E-06,0.0997,-5.491,0.0468,121.954,4
Austrialia,53,The Short Song,I Don't Think I'm Pregnant,Diana Anaid,1999,128240,0,0.463,0.853,0.463,0.149,0,0.162,-10.099,0.0349,55.912,4
Austrialia,54,I Don't Think I'm Pregnant,I Don't Think I'm Pregnant,Diana Anaid,1999,189866,3,0.524,0.0285,0.524,0.558,5.44E-05,0.423,-6.965,0.0262,82.986,4
Austrialia,55,Forola,I Don't Think I'm Pregnant,Diana Anaid,1999,205293,0,0.581,0.0179,0.581,0.604,2.49E-05,0.0819,-8.311,0.0397,120.049,4
Austrialia,56,You Don't Have To Take It,I Don't Think I'm Pregnant,Diana Anaid,1999,283573,0,0.607,0.011,0.607,0.792,1.15E-05,0.1,-8.211,0.0545,119.474,4
Austrialia,57,Don't Believe in Love,I Don't Think I'm Pregnant,Diana Anaid,1999,268093,3,0.656,0.0202,0.656,0.565,9.81E-06,0.271,-6.441,0.028,128.061,4
Austrialia,58,Blues Singer,I Don't Think I'm Pregnant,Diana Anaid,1999,249533,0,0.737,0.0127,0.737,0.725,0.0122,0.121,-6.877,0.032,130.16,4
Austrialia,59,Masterplan,I Don't Think I'm Pregnant,Diana Anaid,1999,205773,0,0.581,0.00258,0.581,0.966,1.35E-06,0.217,-6.485,0.444,159.978,4
Austrialia,60,Wicca Basket,I Don't Think I'm Pregnant,Diana Anaid,1999,224026,0,0.66,0.0272,0.66,0.567,0.00817,0.108,-8.824,0.0284,115.99,4
Austrialia,61,Paper Hat,I Don't Think I'm Pregnant,Diana Anaid,1999,277400,0,0.556,0.00237,0.556,0.835,0.00017,0.1,-5.972,0.0375,124.01,4
Austrialia,62,I Go Off,Diana Anaid,Diana Anaid,4/8/1997,189826,15,0.664,0.784,0.664,0.384,2.43E-05,0.139,-6.319,0.126,123.679,4
Austrialia,63,If You Insist,Diana Anaid,Diana Anaid,4/8/1997,168800,1,0.534,0.768,0.534,0.22,6.40E-06,0.112,-10.849,0.0431,137.312,4
Austrialia,64,Fill Me Up,Diana Anaid,Diana Anaid,4/8/1997,194906,2,0.813,0.302,0.813,0.735,2.69E-06,0.148,-6.864,0.152,129.391,4
Austrialia,65,See Through,Diana Anaid,Diana Anaid,4/8/1997,176200,1,0.709,0.0174,0.709,0.948,1.35E-05,0.0761,-5.049,0.153,124.061,4
Austrialia,66,Make It Begin,Diana Anaid,Diana Anaid,4/8/1997,187600,1,0.765,0.247,0.765,0.415,0.178,0.0933,-14.141,0.0342,128.571,4
Austrialia,67,Wrapped Around My Head,Diana Anaid,Diana Anaid,4/8/1997,187800,1,0.481,0.869,0.481,0.216,7.41E-05,0.146,-11.771,0.0359,143.524,4
Austrialia,68,Ruok?,Diana Anaid,Diana Anaid,4/8/1997,114133,1,0.646,0.866,0.646,0.129,0.000819,0.115,-13.665,0.0373,155.034,1
Austrialia,69,Get Yourself Lost,Diana Anaid,Diana Anaid,4/8/1997,162426,1,0.626,0.405,0.626,0.693,0.00452,0.136,-6.723,0.164,129.869,4
Austrialia,70,Leaving The Country,Diana Anaid,Diana Anaid,4/8/1997,206133,1,0.448,0.807,0.448,0.0973,0.386,0.111,-14.622,0.0377,129.471,4
Austrialia,71,Flowers,Diana Anaid,Diana Anaid,4/8/1997,174333,1,0.703,0.838,0.703,0.299,0.00758,0.105,-9.259,0.0328,94.928,4
Austrialia,72,K9,Diana Anaid,Diana Anaid,4/8/1997,235573,0,0.566,0.00523,0.566,0.569,0.00483,0.114,-9.224,0.0764,131.147,4
Austrialia,73,Freaky Animals,Diana Anaid,Diana Anaid,4/8/1997,154693,0,0.474,0.285,0.474,0.000274,0,0.371,-9.771,0.0599,147.723,4
Austrialia,74,Schlork Your Schlong,Diana Anaid,Diana Anaid,4/8/1997,164840,0,0.528,0.336,0.528,0.684,0.00195,0.119,-7.636,0.0384,123.281,4
Austrialia,75,Leaving Town,Leaving Town,Diana Anaid,9/11/2018,220769,0,0.598,0.0133,0.598,0.867,0.00389,0.119,-5.569,0.0505,95.918,4
Austrialia,76,Better Girl (Live),Leaving Town,Diana Anaid,9/11/2018,223539,0,0.566,0.703,0.566,0.253,9.51E-05,0.135,-9.943,0.0312,106.727,4
Austrialia,77,Into Your Heart (Live),Leaving Town,Diana Anaid,9/11/2018,300170,0,0.612,0.466,0.612,0.455,0.0017,0.106,-8.791,0.0367,109.381,4
Austrialia,78,Leaving The Country (Live),Leaving Town,Diana Anaid,9/11/2018,318136,0,0.582,0.706,0.582,0.175,0,0.112,-12.04,0.0359,115.702,4
Austrialia,79,Better Girl,Better Girl,Diana Anaid,3/2/2018,195560,0,0.648,0.257,0.648,0.75,0.0164,0.13,-3.995,0.027,121.942,4
Austrialia,80,Reassure Me,Better Girl,Diana Anaid,3/2/2018,249961,0,0.519,0.0313,0.519,0.941,0.000813,0.102,-3.884,0.0483,139.999,4
Austrialia,81,Can't Apologize,Can't Apologise,Diana Anaid,8/4/2017,202750,0,0.684,0.00623,0.684,0.832,0.00013,0.264,-6.025,0.0336,123.975,4
Austrialia,82,What's Up,What's Up,Diana Anaid,3/19/2010,254146,0,0.577,0.129,0.577,0.706,0.00044,0.197,-5.312,0.0312,137.941,4
Austrialia,83,Cynical On Waking,Cynical On Waking,Diana Anaid,9/25/2009,133320,0,0.649,0.256,0.649,0.53,0,0.114,-5.54,0.0467,124.209,4
Austrialia,84,Cheatin' On Me,Cheatin' On Me,Diana Anaid,10/27/2007,209160,0,0.528,0.324,0.528,0.833,0,0.0974,-3.865,0.0497,135.5,4
Austrialia,85,Cheatin' On Me (Josh Abrahams Dance Mix),Cheatin' On Me,Diana Anaid,10/27/2007,253400,0,0.555,0.316,0.555,0.932,9.36E-06,0.184,-4.212,0.145,135.657,4
Austrialia,86,Last Thing (Live at Byron Vista Social Club),Cheatin' On Me,Diana Anaid,10/27/2007,247400,0,0.423,0.778,0.423,0.4,0,0.743,-6.319,0.0396,156.112,4
Austrialia,87,Cheatin' On Me (Live at Byron Vista Social Club),Cheatin' On Me,Diana Anaid,10/27/2007,227306,0,0.525,0.744,0.525,0.485,0,0.957,-5.156,0.0453,134.42,4
Austrialia,88,Last Thing,Last Thing,Diana Anaid,2004,220573,0,0.474,0.208,0.474,0.561,0,0.0965,-5.121,0.0278,84.219,4
Austrialia,89,Addiction (acoustic),Last Thing,Diana Anaid,2004,200773,0,0.588,0.103,0.588,0.781,0.00935,0.24,-2.947,0.0308,133.134,4
Austrialia,90,Last Thing (acoustic),Last Thing,Diana Anaid,2004,232280,0,0.488,0.163,0.488,0.528,0,0.171,-3.413,0.0362,153.25,4
Austrialia,91,Leaving the Country (Chilled Version),Last Thing,Diana Anaid,2004,255493,0,0.725,0.061,0.725,0.541,0.0139,0.127,-6.402,0.0351,129.115,4
Austrialia,92,Love Song For A Girl,Love Song For A Girl,Diana Anaid,1/1/2000,227960,1,0.542,0.000542,0.542,0.7,0.000119,0.291,-6.604,0.0254,93.99,4
Austrialia,93,Love Song For Girl (Bubble Gum Mix),Love Song For A Girl,Diana Anaid,1/1/2000,234373,0,0.653,0.103,0.653,0.857,5.76E-06,0.351,-6.105,0.0476,98.064,4
Austrialia,94,Love Song For A Girl (Acoustic),Love Song For A Girl,Diana Anaid,1/1/2000,220226,0,0.522,0.587,0.522,0.232,0,0.146,-9.709,0.0429,95.621,1
Austrialia,95,One Night,Love Song For A Girl,Diana Anaid,1/1/2000,176133,0,0.741,0.648,0.741,0.165,0,0.105,-13.299,0.0481,122.42,4
Austrialia,96,Don't Believe In Love,Don't Believe In Love,Diana Anaid,2000,240360,0,0.643,0.0179,0.643,0.554,1.01E-05,0.247,-6.276,0.0281,127.994,4
Austrialia,97,For Ola (Live),Don't Believe In Love,Diana Anaid,2000,219840,0,0.291,0.00502,0.291,0.658,0.00544,0.69,-6.568,0.0434,118.574,4
Austrialia,98,I Don't Think I'm Pregnant (Live),Don't Believe In Love,Diana Anaid,2000,203000,0,0.458,0.00464,0.458,0.713,0.0195,0.744,-6.863,0.0317,165.015,4
Austrialia,99,Perfect Family,Perfect Family,Diana Anaid,1999,211333,7,0.47,0.0026,0.47,0.822,0,0.059,-5.265,0.0552,148.91,4
Austrialia,0,Shake and Finger Pop,"Empty Monkey Vol, 2",Levi Smith's Clefs,8/19/2019,686200,0,0.458,0.00632,0.458,0.694,0.191,0.332,-9.855,0.0441,121.824,4
Austrialia,1,Road Runner,"Empty Monkey Vol, 2",Levi Smith's Clefs,8/19/2019,159680,0,0.46,0.00768,0.46,0.884,0.442,0.168,-6.568,0.12,139.325,4
Austrialia,2,Empty Monkey,"Empty Monkey Vol, 2",Levi Smith's Clefs,8/19/2019,206320,0,0.536,0.261,0.536,0.662,0.938,0.136,-8.377,0.0255,96.663,1
Austrialia,3,Cool Spot,"Empty Monkey Vol, 2",Levi Smith's Clefs,8/19/2019,199826,0,0.63,0.0817,0.63,0.673,0.881,0.121,-6.695,0.0273,102.497,4
Austrialia,4,The Hunter,"Empty Monkey Vol, 2",Levi Smith's Clefs,8/19/2019,156413,0,0.546,0.0273,0.546,0.643,0.0504,0.0599,-6.735,0.0566,145.846,4
Austrialia,5,You Can't Do That,"Empty Monkey Vol, 2",Levi Smith's Clefs,8/19/2019,734106,0,0.357,0.0342,0.357,0.606,0.00637,0.205,-10.664,0.0517,85.33,4
Austrialia,6,The Weight,"Empty Monkey Vol, 2",Levi Smith's Clefs,8/19/2019,300840,0,0.486,0.243,0.486,0.534,6.21E-06,0.0911,-8.639,0.0364,136.636,4
Austrialia,7,Lisa,"Empty Monkey Vol, 2",Levi Smith's Clefs,8/19/2019,234186,0,0.286,0.139,0.286,0.602,0.0591,0.0713,-8.08,0.0397,181.123,4
Austrialia,8,Relief From A Lighted Doorway,"Empty Monkey Vol, 2",Levi Smith's Clefs,8/19/2019,462746,0,0.243,0.0512,0.243,0.459,0.186,0.292,-10.658,0.0392,136.243,4
Austrialia,9,Down In The Valley (Live),"Empty Monkey Vol, 2",Levi Smith's Clefs,8/19/2019,211120,0,0.502,0.138,0.502,0.943,0.144,0.0929,-4.767,0.159,188.664,4
Austrialia,10,Lawdy Miss Clawdy (Live),"Empty Monkey Vol, 2",Levi Smith's Clefs,8/19/2019,236693,0,0.361,0.591,0.361,0.747,0.00596,0.136,-6.066,0.0407,78.472,4
Austrialia,11,Love Like A Man,"Empty Monkey Vol, 2",Levi Smith's Clefs,8/19/2019,199693,0,0.467,0.246,0.467,0.92,0.636,0.0959,-6.291,0.0464,104.199,4
Austrialia,12,Piece Of My Heart,"Empty Monkey Vol, 2",Levi Smith's Clefs,8/19/2019,181386,0,0.437,0.0654,0.437,0.86,0.0276,0.119,-5.319,0.0553,77.361,4
Austrialia,13,Dancing And Drinking,"Empty Monkey Vol, 2",Levi Smith's Clefs,8/19/2019,193120,0,0.396,0.129,0.396,0.906,1.13E-05,0.689,-5.869,0.0563,104.612,4
Austrialia,14,Gonna Get A Seizure,"Empty Monkey Vol, 2",Levi Smith's Clefs,8/19/2019,139706,0,0.381,0.33,0.381,0.812,0.0998,0.0331,-5.423,0.0529,95.602,4
Austrialia,15,Lawdy Miss Clawdy,"Empty Monkey Vol, 2",Levi Smith's Clefs,8/19/2019,212946,0,0.677,0.24,0.677,0.866,0.291,0.0843,-5.912,0.0392,90.714,4
Austrialia,16,Relief From A Lighted Doorway,"Empty Monkey Vol, 1",Levi Smith's Clefs,8/19/2019,402040,0,0.27,0.223,0.27,0.583,0.292,0.0551,-9.668,0.062,114.766,4
Austrialia,17,Shotgun,"Empty Monkey Vol, 1",Levi Smith's Clefs,8/19/2019,307573,0,0.409,0.00733,0.409,0.959,0.599,0.127,-7.079,0.102,109.931,4
Austrialia,18,You Can't Do That,"Empty Monkey Vol, 1",Levi Smith's Clefs,8/19/2019,697413,0,0.3,0.252,0.3,0.903,0.344,0.101,-7.838,0.14,96.07,4
Austrialia,19,Lisa,"Empty Monkey Vol, 1",Levi Smith's Clefs,8/19/2019,211240,0,0.46,0.0491,0.46,0.77,9.23E-05,0.0811,-8.126,0.0414,98.298,4
Austrialia,20,The Hunter,"Empty Monkey Vol, 1",Levi Smith's Clefs,8/19/2019,159306,0,0.419,0.0528,0.419,0.911,0.00149,0.521,-6.09,0.144,145.525,4
Austrialia,21,Shake & Finger Pop,"Empty Monkey Vol, 1",Levi Smith's Clefs,8/19/2019,410946,0,0.479,0.0292,0.479,0.923,0.19,0.491,-6.896,0.0807,129.344,4
Austrialia,22,Who Is That Shall Come,"Empty Monkey Vol, 1",Levi Smith's Clefs,8/19/2019,211880,0,0.356,0.205,0.356,0.679,0.0198,0.625,-8.587,0.0379,97.15,4
Austrialia,23,Empty Monkey,"Empty Monkey Vol, 1",Levi Smith's Clefs,8/19/2019,206320,0,0.536,0.261,0.536,0.662,0.938,0.136,-8.377,0.0255,96.663,1
Austrialia,24,I Can Only Give You Everything,"Empty Monkey Vol, 1",Levi Smith's Clefs,8/19/2019,166960,0,0.5,0.0379,0.5,0.836,0.00185,0.229,-5.784,0.0283,139.963,4
Austrialia,25,Roberta,"Empty Monkey Vol, 1",Levi Smith's Clefs,8/19/2019,142040,0,0.538,0.468,0.538,0.696,0.00609,0.0738,-5.565,0.0303,87.717,4
Austrialia,26,A Boy Like Me,"Empty Monkey Vol, 1",Levi Smith's Clefs,8/19/2019,140146,0,0.533,0.721,0.533,0.901,3.99E-06,0.264,-3.75,0.0572,142.862,4
Austrialia,27,Bring It To Jerome,"Empty Monkey Vol, 1",Levi Smith's Clefs,8/19/2019,152440,0,0.439,0.206,0.439,0.752,0.0176,0.176,-4.56,0.034,110.938,3
Austrialia,28,"Hey Jude (Studio Live, 1969)","Empty Monkey Vol, 1",Levi Smith's Clefs,8/19/2019,257533,0,0.249,0.0138,0.249,0.776,0.744,0.191,-5.078,0.0381,75.523,4
Austrialia,29,"Bye Bye Blackbird (Studio Live, 1971)","Empty Monkey Vol, 1",Levi Smith's Clefs,8/19/2019,262000,0,0.431,0.241,0.431,0.602,0.0124,0.101,-5.35,0.0294,102.571,3
Austrialia,30,Empry Monkey,"Empty Monkey, Vol. 1",Levi Smith's Clefs,3/30/2018,206320,0,0.532,0.259,0.532,0.659,0.944,0.133,-8.365,0.0255,96.63,1
Austrialia,31,I Can Only Give You Everything,"Empty Monkey, Vol. 1",Levi Smith's Clefs,3/30/2018,166960,0,0.503,0.0419,0.503,0.82,0.00196,0.254,-5.757,0.0278,139.959,4
Austrialia,32,Roberta,"Empty Monkey, Vol. 1",Levi Smith's Clefs,3/30/2018,142040,0,0.546,0.517,0.546,0.701,0.00957,0.0891,-5.546,0.0297,87.989,4
Austrialia,33,A Boy Like Me,"Empty Monkey, Vol. 1",Levi Smith's Clefs,3/30/2018,140146,0,0.526,0.723,0.526,0.899,1.53E-06,0.266,-3.775,0.066,143.491,4
Austrialia,34,Bring It To Jerome,"Empty Monkey, Vol. 1",Levi Smith's Clefs,3/30/2018,152440,0,0.316,0.226,0.316,0.748,0.0225,0.178,-4.572,0.0347,103.268,4
Austrialia,35,"Hey Jude (Studio Live, 1969)","Empty Monkey, Vol. 1",Levi Smith's Clefs,3/30/2018,257533,0,0.195,0.0143,0.195,0.774,0.752,0.155,-5.085,0.04,151.59,4
